"annotation_id","annotator","char_count","combined_text","created_at","filing_date","finbert_confidence","finbert_label","id","label","lead_time","paragraph_id","risk_heading","risk_section","split","ticker","updated_at"
1512,"1",1419,"Regulatory and Legal Risks
We are subject to scrutiny by various government agencies under U.S. and foreign laws and regulations, including antitrust and competition laws. Some jurisdictions also provide private rights of action for competitors or consumers to assert claims of anti-competitive conduct. Other companies and government agencies have in the past and may in the future allege that our actions violate the antitrust or competition laws of the United States, individual states, the European Union or other countries, or otherwise constitute unfair competition. An increasing number of governments are regulating competition law activities, including increased scrutiny in large markets such as China. Our business partnerships or agreements or arrangements with customers or other companies could give rise to regulatory action or antitrust litigation. Some regulators, particularly those outside of the United States, may perceive our business to be used so broadly that otherwise uncontroversial business practices could be deemed anticompetitive. Certain competition authorities have conducted market studies of our industries. Such claims and investigations, even if without foundation, may be very expensive to defend, involve negative publicity and substantial diversion of management time and effort and could result in significant judgments against us or require us to change our business practices.","2026-03-11T10:03:03.300156Z","2022-02-24",0.9214,"Business Ethics & Values",17,"Business Ethics & Values",5.037,"EBAY_2022_RISK_057","Regulatory and Legal Risks","Regulatory and Legal Risks","","EBAY","2026-03-11T10:03:03.300168Z"
1513,"1",948,"Risks relating to our business
We depend on our key personnel. Our future success will depend upon our continued ability to identify, hire, develop, motivate, and retain highly skilled individuals across the globe, with the continued contributions of our senior management being especially critical to our success. Competition for well-qualified employees across Match Group and its various businesses is intense and our continued ability to compete effectively depends, in part, upon our ability to attract new employees. Effective succession planning is also important to our future success. If we fail to ensure the effective transfer of senior management knowledge and smooth transitions involving senior management across our various businesses, our ability to execute short and long term strategic, financial, and operating goals, as well as our business, financial condition, and results of operations generally, could be adversely affected.","2026-03-11T10:03:25.173087Z","2022-02-24",0.8704,"Human Capital",18,"Human Capital",21.213,"MTCH_2022_RISK_020","Risks relating to our business","Risks relating to our business","","MTCH","2026-03-11T10:03:25.173111Z"
1514,"1",334,"Risks Related to Financial Performance or Economic Conditions
As we are a global company, we face a number of risks related to current global economic and political conditions in the markets in which we operate that have and could continue to unfavorably impact our business, financial condition, results of operations and cash flows.","2026-03-11T10:03:30.588415Z","2022-02-16",0.9822,"Non-ESG",19,"Non-ESG",4.75,"MSI_2022_RISK_064","Risks Related to Financial Performance or Economic Conditions","Risks Related to Financial Performance or Economic Conditions","","MSI","2026-03-11T10:03:30.588423Z"
1515,"1",430,"STRATEGIC AND OPERATIONAL RISKS
If we fail to maintain an effective system of internal controls over financial reporting there is a reasonable possibility that a material misstatement of our annual or interim financial statements will not be prevented or detected on a timely basis, which could result in a loss of investor confidence and negatively impact our business, results of operations, financial condition and stock price.","2026-03-11T10:03:40.688162Z","2022-02-17",0.8008,"Corporate Governance",20,"Corporate Governance",9.425,"GPC_2022_RISK_027","STRATEGIC AND OPERATIONAL RISKS","STRATEGIC AND OPERATIONAL RISKS","","GPC","2026-03-11T10:03:40.688170Z"
1516,"1",189,"Risks Relating to COVID-19
COVID-19 has had a material detrimental impact on our business and financial results, and such impact could continue and may worsen for an unknown period of time.","2026-03-11T10:03:44.499235Z","2022-02-15",0.9908,"Non-ESG",21,"Non-ESG",3.138,"MAR_2022_RISK_001","Risks Relating to COVID-19","Risks Relating to COVID-19","","MAR","2026-03-11T10:03:44.499256Z"
1517,"1",1688,"COMPETITIVE ENVIRONMENT
Events that adversely affect that trust, including inadequate disclosure to our customers of our uses of their information, failing to keep our information technology systems and our customers’ sensitive information secure from significant attack, theft, damage, loss or unauthorized disclosure or access, whether as a result of our action or inaction (including human error) or that of our business associates, vendors or other third parties, could adversely affect our brand and reputation and operating results and also could expose and/or has exposed us to mandatory disclosure to the media, litigation (including class action litigation), governmental investigations and enforcement proceedings, material fines, penalties and/or remediation costs, and compensatory, special, punitive and statutory damages, consent orders, and/or injunctive relief, any of which could adversely affect our businesses, financial condition, results of operations or cash flows. Large scale data breaches at other entities, including supply chain security vulnerabilities, increase the challenge we and our vendors face in maintaining the security of our information technology systems and proprietary information and of our customers’ information. There can be no assurance that such failures will not occur, or if any do occur, that we will detect them or that they can be sufficiently remediated. ​The use of data by our business and our business associates is highly regulated. Privacy and information-security laws and regulations change, and compliance with them may result in cost increases due to, among other things, systems changes and the development of new processes.","2026-03-11T12:46:46.702449Z","2021-03-30",0.7939,"Product Liability",22,"Product Liability",48.374,"KR_2021_RISK_008","COMPETITIVE ENVIRONMENT","COMPETITIVE ENVIRONMENT","","KR","2026-03-11T12:46:46.702460Z"
1518,"1",219,"RISKS RELATED TO FINANCE, ACCOUNTING AND INVESTMENTS
If we fail to realize a significant portion of the anticipated benefits of our strategic relationship with Monster, our financial results could be adversely affected.","2026-03-11T12:47:05.289323Z","2022-02-22",0.9819,"Non-ESG",23,"Non-ESG",17.964,"KO_2022_RISK_078","RISKS RELATED TO FINANCE, ACCOUNTING AND INVESTMENTS","RISKS RELATED TO FINANCE, ACCOUNTING AND INVESTMENTS","","KO","2026-03-11T12:47:05.289332Z"
1519,"1",937,"Risks related to the Global Economy and Multinational Operations
Additionally, there may be substantial capital and other costs to comply with regulations and/or increased security costs or insurance premiums, any of which could reduce our operating results. We obtain a portion of our principal raw materials from international sources that are subject to these same risks. Our compliance with applicable customs, currency exchange control regulations, transfer pricing regulations or any other laws or regulations to which we may be subject could be challenged. Furthermore, these laws may be modified, the result of which may be to prevent or limit subsidiaries from transferring cash to us. Furthermore, we are subject to certain existing, and may be subject to possible future, laws that limit or may limit our activities while some of our competitors may not be subject to such laws, which may adversely affect our competitiveness.","2026-03-11T12:47:14.285849Z","2022-02-24",0.9375,"Non-ESG",24,"Non-ESG",8.351,"LYB_2022_RISK_033","Risks related to the Global Economy and Multinational Operations","Risks Related to our Operations","","LYB","2026-03-11T12:47:14.285863Z"
1520,"1",177,"Risks related to our business and industry
We may not be able to successfully open new store locations in a timely manner, if at all, which could harm our results of operations.","2026-03-11T12:47:17.532908Z","2021-03-30",0.9904,"Non-ESG",25,"Non-ESG",2.623,"LULU_2021_RISK_025","Risks related to our business and industry","Risks related to our business and industry","","LULU","2026-03-11T12:47:17.532920Z"
1521,"1",328,"Political, Regulatory and Economic Risks
Changes in statutory income tax rates in the countries in which the Company operates impact the Company’s effective tax rate. Changes to other taxes or the adoption of other new tax legislation could affect the Company’s provision for income taxes and related tax assets and liabilities.","2026-03-11T12:47:23.785096Z","2022-02-23",0.9855,"Non-ESG",26,"Non-ESG",5.657,"PCAR_2022_RISK_009","Political, Regulatory and Economic Risks","Business and Industry Risks","","PCAR","2026-03-11T12:47:23.785108Z"
1522,"1",1849,"REGULATORY RISKS
APS must comply in good faith with all applicable statutes, regulations, rules, tariffs, and orders of agencies that regulate APS’s business, including FERC, NRC, EPA, the ACC, and state and local governmental agencies. These agencies regulate many aspects of APS’s utility operations, including safety and performance, emissions, siting and construction of facilities, customer service and the rates that APS can charge retail and wholesale customers. Failure to comply can subject APS to, among other things, fines and penalties. For example, under the Energy Policy Act of 2005, FERC can impose penalties (approximately $1.2 million per day per violation) for failure to comply with mandatory electric reliability standards. APS is also required to have numerous permits, approvals and certificates from these agencies. APS believes the necessary permits, approvals and certificates have been obtained for its existing operations and that APS’s business is conducted in accordance with applicable laws in all material respects. Changes in laws or regulations that govern APS, new interpretations of law and regulations, or the imposition of new or revised laws or regulations could have an adverse impact on the manner in which we operate our business and our results of operations. In particular, new or revised laws or interpretations of existing laws or regulations may impact or call into question the ACC’s permissive regulatory authority, which may result in uncertainty as to jurisdictional authority within our state, and uncertainty as to whether ACC decisions will be binding or challenged by other agencies or bodies asserting jurisdiction. In November 2021, the Arizona Court of Appeals issued an opinion that called into question the ACC-approved limitation of liability provision found in the APS Service Schedules.","2026-03-11T12:47:49.639371Z","2022-02-25",0.3936,"Business Ethics & Values",27,"Business Ethics & Values",25.242,"PNW_2022_RISK_004","REGULATORY RISKS","REGULATORY RISKS","","PNW","2026-03-11T12:47:49.639382Z"
1523,"1",1500,"EXTERNAL AND ECONOMIC RISKS
Energy and fuel costs can fluctuate dramatically and, at times, have resulted in significant cost increases, particularly for the price of oil and gasoline. An increase in the price of oil increases our transportation costs for distribution, utility costs for our retail stores and costs to purchase our products from suppliers. Although we typically enter into derivative instruments designed to manage a portion of our transportation costs (a hedging strategy), any such strategy may not be effective or sufficient and could result in increased operating costs. Increased regulation related to environmental costs, including cap and trade, carbon taxes or other emissions management systems could also adversely affect our costs of doing business, including utility, transportation and logistics costs, as could other shortages or disruptions impacting transportation, such as those relating to trucking and freight hauling. For example, in recent years, increased freight cost related to labor, equipment and capacity shortages, as well as other factors, had an impact on our margins, and in fiscal 2021, the ongoing pandemic impacted operations of many third parties along our supply chain, impacting our inventory flow and financial performance. Similarly, other commodity prices can fluctuate dramatically. Such increases can impact the cost of merchandise, which could adversely affect our performance through potentially reduced consumer demand or reduced margins.","2026-03-11T12:48:02.671176Z","2021-03-31",0.9698,"Climate Change",28,"Climate Change",12.383,"TJX_2021_RISK_053","EXTERNAL AND ECONOMIC RISKS","EXTERNAL AND ECONOMIC RISKS","","TJX","2026-03-11T12:48:02.671185Z"
