"annotation_id","annotator","api_consensus_label","codex_suggested_label","combined_text","created_at","dataset","dispute_reason","filing_date","finbert_confidence","finbert_label","id","label","lead_time","original_label","paragraph_id","review_rank","risk_heading","risk_section","ticker","updated_at"
2993,"1","Natural Capital","Non-ESG","Supply chain disruptions, geopolitical developments or climate-change events may adversely affect our suppliers or our procurement of raw materials, and thus may impact our business and financial results.
In connection with our manufacturing of our products, we often rely on third party suppliers for raw materials. We use many different raw materials for our business, such as essential oils, extracts and concentrates derived from fruits, vegetables, flowers, woods and other botanicals, animal products, raw fruits, organic chemicals and petroleum-based chemicals, as well as, gelatin, glycols, cellulose processed grains, guar, locust bean gum, organic vegetable oils, peels, saccharides, seaweed, soybeans, and sugars and yeasts. Supply chain disruptions, such as the ones related to the COVID-19 pandemic, may impair or delay our ability to obtain sufficient quantities of certain raw materials through our ordinary supply channels and cause us to incur higher costs by procuring raw materials from other sources in order to compensate for such delays or lack of availability. In addition, our suppliers, similar to us, are subject to risks, inherent in agriculture, manufacturing and distribution on a global scale, including industrial accidents, environmental events, climate change, strikes and other labor disputes, disruptions in supply chain or information systems, disruption or loss of key research or manufacturing sites, product quality control, safety and environmental compliance issues, licensing requirements and other regulatory issues, as well as natural disasters, global or local health crisis, international conflicts, terrorist acts, geopolitical developments, trade wars, and other external factors over which neither they nor we have control. These suppliers also could become insolvent or experience other financial distress. For example, in 2017, a fire at the manufacturing facility of BASF Group (“BASF”), one of our suppliers, caused them to declare a force majeure event which resulted in industry disruption due to the lack of availability of certain ingredients used in many fragrance compounds.","2026-06-27T07:04:09.759407Z","chiang","原料供應雖涉及天然資源，但主要描述一般第三方供應鏈依賴。","2022-02-28",0.4464,"Product Liability",1498,"Non-ESG",12.979,"Non-ESG","IFF_2022_RISK_006",18,"Supply chain disruptions, geopolitical developments or climate-change events may adversely affect our suppliers or our procurement of raw materials, and thus may impact our business and financial results.","Risks Related to Our Business and Industry","IFF","2026-06-27T07:04:09.759418Z"
2994,"1","Product Liability","Product Liability","RISKS RELATED TO OUR OPERATIONS
Consumers’ preferences continually evolve due to a variety of factors, including changing demographics of the population, social trends, changes in consumer lifestyles and consumption patterns, concerns or perceptions regarding the health effects of products, concerns regarding the location of origin or source of ingredients and products, changes in consumers' spending habits, negative publicity, economic downturn or other factors. For example, consumers are increasingly concerned about health and wellness, focusing on the caloric intake associated with regular CSDs, the use of artificial sweeteners in diet CSDs, and the use of natural, organic or simple ingredients in beverages. The demand for CSDs has therefore decreased as consumers have shifted towards NCBs, such as water, ready-to-drink coffee and teas, and sports drinks. If we do not effectively anticipate and respond to these changing trends and consumer beverage preferences, our sales and growth could suffer. Consumers are also increasingly focused on sustainability, with particular attention to the recyclability of product packaging, reducing consumption of single-use plastics and non-recyclable materials, and the environmental impact of manufacturing operations. If we do not meet consumer demands by continuing to provide recyclable packaging options and focusing on sustainability throughout our manufacturing operations, our sales could suffer. In addition, consumer shopping behavior is rapidly evolving due to both changes in travel, vacation and leisure activity patterns and the acceleration of e-commerce and other methods of purchasing products. If we are unable to meet the consumer where and when they desire their products or if we are unable to respond to changes in distribution channels (including e-commerce), our financial results could be adversely impacted. If we do not innovate rapidly and successfully to respond to shifting consumer demands, our business may suffer.","2026-06-27T07:04:25.368793Z","chiang","健康認知與人口變化符合健康及人口風險。","2022-02-24",0.7387,"Product Liability",1499,"Product Liability",14.984,"Non-ESG","KDP_2022_RISK_013",19,"RISKS RELATED TO OUR OPERATIONS","RISKS RELATED TO OUR OPERATIONS","KDP","2026-06-27T07:04:25.368813Z"
2995,"1","Non-ESG","Non-ESG","RISKS RELATED TO OUR INDEBTEDNESS
Upon the occurrence of a “change of control,” as defined in our indentures, we will be required to offer to repurchase all of our outstanding senior notes. However, it is possible that we will not have sufficient funds at the time of a change of control to make the required repurchase of any outstanding notes or that restrictions in our Credit Agreement will not allow such repurchases. Certain important corporate events, however, such as leveraged recapitalizations that would increase the level of our indebtedness, would not constitute a “change of control” under our indentures.","2026-06-27T07:04:29.730722Z","chiang","債券控制權變更條款主要是融資與負債風險。","2022-02-24",0.6011,"Non-ESG",1500,"Non-ESG",3.782,"Corporate Governance","IRM_2022_RISK_055",20,"RISKS RELATED TO OUR INDEBTEDNESS","RISKS RELATED TO OUR INDEBTEDNESS","IRM","2026-06-27T07:04:29.730734Z"
2996,"1","Non-ESG","Non-ESG","Risks Related to Our Business
We urge our stockholders to consult with their legal and tax advisors with respect to any such legislation and the potential tax consequences of investing in our common stock.","2026-06-27T07:04:36.015944Z","chiang","只有投資普通股的稅務建議，治理內容不足。","2022-02-25",0.9539,"Corporate Governance",1501,"Non-ESG",5.657,"Corporate Governance","IR_2022_RISK_046",21,"Risks Related to Our Business","Risks Related to Our Business","IR","2026-06-27T07:04:36.015955Z"
2997,"1","Product Liability","Product Liability","Our operations depend on compliance with complex FDA and comparable international regulations. Failure to obtain broad approvals on a timely basis or to maintain compliance could delay or halt commercialization of our products.
Failure to comply with these or other requirements imposed by FDA could result in significant civil monetary penalties, fines, suspensions of regulatory approvals, product recalls, seizure of products and criminal prosecutions.","2026-06-27T07:04:40.555802Z","chiang","FDA 核准、召回與產品扣押直接涉及產品安全及品質。","2022-02-23",0.4858,"Non-ESG",1502,"Product Liability",3.814,"Business Ethics & Values","GILD_2022_RISK_023",22,"Our operations depend on compliance with complex FDA and comparable international regulations. Failure to obtain broad approvals on a timely basis or to maintain compliance could delay or halt commercialization of our products.","Regulatory and Other Legal Risks","GILD","2026-06-27T07:04:40.555815Z"
2998,"1","Business Ethics & Values","Non-ESG","We are subject to the risk of increased taxes.
Several jurisdictions in which we operate have tax laws with detailed transfer pricing rules that require that all transactions with non-resident related parties be priced using arm’s length pricing principles, and that contemporaneous documentation must exist to support such pricing. There is a risk that the taxing authorities may not deem our transfer pricing documentation acceptable. In addition, the Organization for Economic Cooperation and Development continues to issue guidelines and proposals related to Base Erosion and Profit Shifting which may result in legislative changes that could reshape international tax rules in numerous countries and negatively impact our effective tax rate.","2026-06-27T07:04:52.836096Z","chiang","移轉訂價與稅務爭議屬一般稅務風險。","2021-10-22",0.8583,"Non-ESG",1503,"Non-ESG",11.655,"Non-ESG","JBL_2021_RISK_044",23,"We are subject to the risk of increased taxes.","Financial Risks","JBL","2026-06-27T07:04:52.836106Z"
2999,"1","Business Ethics & Values","Non-ESG","Regulatory, Tax, Litigation and Legal Compliance Risks
From time to time, we are subject to litigation and other legal and regulatory proceedings relating to our business or investigations or other actions by governmental agencies, including as described in Part I, Item 3. Legal Proceedings, of this report. In addition, the Company is subject to an increased risk of litigation and other proceedings as a result of the COVID-19 pandemic and responsive measures. For example, the Company is involved in litigation relating to its vaccination requirements for employees. No assurances can be given that the results of these or new matters will be favorable to us. An adverse resolution of lawsuits, arbitrations, investigations or other proceedings or actions could have a material adverse effect on our financial condition and operating results, including as a result of non-monetary remedies, and could also result in adverse publicity. Defending ourselves in these matters may be time-consuming, expensive and disruptive to normal business operations and may result in significant expense and a diversion of management's time and attention from the operation of our business, which could impede our ability to achieve our business objectives. Additionally, any amount that we may be required to pay to satisfy a judgment, settlement, fine or penalty may not be covered by insurance. If we fail to comply with the terms contained in any settlement, order or agreement with a governmental authority relating to these matters, we could be subject to criminal or civil penalties, which could have a material adverse impact on the Company. Under our charter and certain indemnification agreements that we have entered into (and may in the future enter into) with our officers, directors and certain third parties, we could be required to indemnify and advance expenses to them in connection with their involvement in certain actions, suits, investigations and other proceedings. Any of these payments may be material.","2026-06-27T07:05:00.791330Z","chiang","一般訴訟與政府調查，未清楚指出倫理不當行為。","2022-02-18",0.4511,"Business Ethics & Values",1504,"Non-ESG",7.407,"Non-ESG","UAL_2022_RISK_056",24,"Regulatory, Tax, Litigation and Legal Compliance Risks","Human Capital Management Risks","UAL","2026-06-27T07:05:00.791340Z"
3000,"1","Corporate Governance","Corporate Governance","Holders of our common stock may receive dividends that vary from anticipated amounts, or no dividends at all.
We may not have sufficient cash each quarter to pay dividends or maintain current or expected levels of dividends. The actual amount of cash we pay in the form of dividends may fluctuate from quarter to quarter and will depend on various factors, some of which are beyond our control, including our working capital needs, our ability to borrow, the restrictions contained in our indentures and credit facility, our debt service requirements and the cost of acquisitions, if any.  A failure either to pay dividends or to pay dividends at expected levels could result in a loss of investor confidence, reputational damage and a decrease in the value of our stock price.","2026-06-27T07:05:12.158978Z","chiang","股利政策與普通股持有人權益屬股東治理邊界。","2022-03-01",0.6253,"Non-ESG",1505,"Corporate Governance",10.884,"Non-ESG","OKE_2022_RISK_042",25,"Holders of our common stock may receive dividends that vary from anticipated amounts, or no dividends at all.","GENERAL RISK FACTORS","OKE","2026-06-27T07:05:12.158991Z"
3001,"1","Business Ethics & Values","Product Liability","Litigation and Regulatory Risks
We recorded a charge of $6.6 billion in the fiscal year ended September 30, 2020 related to the proposed global settlement and other related opioid litigation and recorded an additional $147.7 million accrual in the fiscal year ended September 30, 2021 in connection with the proposed settlement agreement and related obligations and other opioid-related litigation. Until such time as a plaintiff participates in a global settlement or otherwise resolves its lawsuit, we will continue to litigate and prepare for trial in the cases pending in the MDL, those remanded from the MDL to federal district courts, as well as in state courts where lawsuits have been filed, and we intend to continue to vigorously defend ourselves in all such cases. Since these matters are still developing, we are unable to predict the outcome, but the result of these lawsuits could include excessive monetary verdicts and/or injunctive relief, including changes to our anti-diversion programs, that may affect how we operate our business. Further, any final settlement amongst parties may differ materially from our advanced discussions related to global resolution of the MDL. The inability to reach a global settlement of the MDL and adverse resolution of any of these lawsuits or investigations could have a material adverse effect on our business, results of operations, and cash flows and could result in a lower than historical level of capital available for deployment, including a lower level of capital returned to stockholders.","2026-06-27T07:05:32.462772Z","chiang","鴉片類藥物訴訟可視為產品傷害，也可視為重大爭議事件。","2021-11-23",0.5769,"Non-ESG",1506,"Product Liability",19.666,"Product Liability","COR_2021_RISK_050",26,"Litigation and Regulatory Risks","Litigation and Regulatory Risks","COR","2026-06-27T07:05:32.462781Z"
3002,"1","Corporate Governance","Non-ESG","Risks Relating to Compliance and the Regulatory Environment
The Company may be subject to more stringent capital and liquidity requirements. Bank holding companies, including M&T, are subject to capital and liquidity requirements and standards imposed as a result of the Dodd-Frank Act (as amended by EGRRCPA) and the U.S. Basel III-based capital rules. For additional information, see “Capital Requirements” under Part I, Item 1 — Business. Regulators have implemented and may, from time to time, implement changes to these regulatory capital adequacy and liquidity requirements. If the Company fails to meet these minimum capital adequacy and liquidity requirements and other regulatory requirements, its business activities, including lending, and its ability to expand, either organically or through acquisitions, could be limited. It could also result in M&T being required to take steps to increase its regulatory capital that may be dilutive to shareholders or limit its ability to pay dividends or otherwise return capital to shareholders, or sell or refrain from acquiring assets. In addition, the liquidity-related provisions of the Federal Reserve’s liquidity-related enhanced prudential supervision requirements may reduce the Company’s ability to invest in other longer-term assets even if deemed more desirable from a balance sheet management perspective, which could adversely affect its net interest income and net interest margin. The federal bank regulators have not yet released a proposal to implement the significant revisions of the Basel capital framework announced by the Basel Committee in December 2017, and the impact on the Company of these revisions will depend on the manner in which they are implemented in the U.S. with respect to firms such as M&T.","2026-06-27T07:05:40.852430Z","chiang","銀行資本與流動性要求主要是金融監管風險。","2023-02-22",0.8441,"Non-ESG",1507,"Non-ESG",7.629,"Non-ESG","MTB_2023_RISK_035",27,"Risks Relating to Compliance and the Regulatory Environment","Market Risk","MTB","2026-06-27T07:05:40.852450Z"
3003,"1","Climate Change","Climate Change","Adverse worldwide economic or other conditions could reduce the demand for cruises and passenger spending, adversely impacting our operating results, cash flows and financial condition including impairing the value of our goodwill, ships,
Natural disasters (e.g. earthquakes, volcanos, wildfires), weather and/or climate events (including hurricanes and typhoons) could impact our source markets and operations resulting in travel restrictions, guest cancellations, an inability to source our crew or our provisions and supplies from certain places. We are often forced to alter itineraries and occasionally cancel a cruise or a series of cruises or to redeploy our ships due to these types of events, which could have an adverse effect on our sales, operating costs and profitability in the current and future periods. Increases in the frequency, severity or duration of these types of events could exacerbate their impact and disrupt our operations or make certain destinations less desirable or unavailable, impacting our revenues and profitability further. Any of the foregoing could have an adverse impact on our results of operations and on industry performance.","2026-06-27T07:05:47.734054Z","chiang","段落明列氣候事件影響旅運與營運。","2022-03-01",0.9533,"Non-ESG",1508,"Climate Change",6.297,"Non-ESG","RCL_2022_RISK_040",28,"Adverse worldwide economic or other conditions could reduce the demand for cruises and passenger spending, adversely impacting our operating results, cash flows and financial condition including impairing the value of our goodwill, ships,","COVID-19 and Financial Risks","RCL","2026-06-27T07:05:47.734066Z"
3004,"1","Climate Change","Climate Change","Macroeconomic and Industry Risks
There can be no assurances we will achieve our emission reduction targets or aspirations, or that the associated costs will not be higher than expected, or that the regulatory landscape will not have a negative impact on our results of operations, financial condition, and liquidity. Government mandates may lead to the premature adoption of unproven and unreliable technology, which could negatively affect operational reliability, customer service and supply chain continuity. Our Business, Financial Condition, and Results of Operations Have Been Adversely Affected, and in The Future, Could Be Materially Adversely Affected by Pandemics or Other Public Health Crises – Pandemics, epidemics, and other outbreaks of disease can have significant and widespread impacts. As we saw during the peaks of the COVID pandemic, outbreaks of disease can cause a global slowdown of economic activity (including the decrease in demand for a broad variety of goods), disruptions in global supply chains, and significant volatility and disruption of financial markets, resulting further in adverse effects on workforces, customers, and regional and local economies.","2026-06-27T07:06:12.607420Z","chiang","減排目標與相關監管成本直接屬氣候變遷。","2025-02-07",0.3785,"Human Capital",1509,"Climate Change",24.341,"Non-ESG","UNP_2025_RISK_016",29,"Macroeconomic and Industry Risks","Macroeconomic and Industry Risks","UNP","2026-06-27T07:06:12.607432Z"
3005,"1","Corporate Governance","Non-ESG","Risks Related to our REIT Status and Certain Other Tax Items
We believe that we have been organized and have operated in conformity with the requirements for qualification and taxation as a REIT and that our current organization and proposed method of operation enable us to continue to qualify as a REIT. However, qualification as a REIT involves the application of highly technical and complex Code provisions for which only a limited number of judicial or administrative interpretations exist, and we cannot assure you that we qualify or that we will remain qualified as a REIT. Our qualification as a REIT depends upon our satisfaction of certain asset, income, organizational, distribution, stockholder ownership, and other requirements on a continuing basis, and even a technical or inadvertent violation of these requirements could jeopardize our REIT qualification. In addition, our qualification as a REIT may depend upon the qualification as a REIT of certain subsidiary entities of our investments in unconsolidated joint ventures that have also elected to be treated as a REIT.","2026-06-27T07:07:02.651554Z","chiang","REIT 資格與稅法測試主要是稅務風險。","2024-02-21",0.5502,"Corporate Governance",1510,"Non-ESG",49.522,"Non-ESG","INVH_2024_RISK_135",30,"Risks Related to our REIT Status and Certain Other Tax Items","Risks Related to Our Indebtedness","INVH","2026-06-27T07:07:02.651565Z"
3006,"1","Business Ethics & Values","Business Ethics & Values","Risks related to operating in foreign jurisdictions
A significant portion of our operations are conducted in foreign jurisdictions, including jurisdictions presenting a high risk of bribery and corruption, and are subject to the economic, political, legal and business environments of the countries in which we do business.","2026-06-27T07:07:33.053124Z","chiang","明確指出賄賂與貪腐風險。","2022-02-15",0.5554,"Non-ESG",1511,"Business Ethics & Values",29.814,"Non-ESG","ZTS_2022_RISK_131",31,"Risks related to operating in foreign jurisdictions","Risks related to manufacturing","ZTS","2026-06-27T07:07:33.053135Z"
3007,"1","Corporate Governance","Corporate Governance","Sales or issuances of shares of our common stock may adversely affect the market price of our common stock.
Future sales or issuances of common stock or other equity related securities may adversely affect the market price of our common stock, including any shares of our common stock issued to finance capital expenditures, finance acquisitions or repay debt. In October 2020, we established an ""at the market"" equity offering program (the ""2020 ATM Program"") in the amount of $1.5 billion under which we may, from time to time, issue and sell shares of our common stock to or through sales agents up to established limits. As of December 31, 2021, we had $1.0 billion available for sale under the 2020 ATM Program. We expect to refresh our ATM program periodically, which could lead to additional dilution for our stockholders in the future. We may also seek authorization to sell additional shares of common stock through other means which could lead to additional dilution for our stockholders. Please see Note 12 within the Consolidated Financial Statements of this Annual Report on Form 10-K for sales of our common stock under our ATM programs.","2026-06-27T07:08:02.582938Z","chiang","股票發行與普通股股東直接涉及所有權結構。","2022-02-18",0.9471,"Non-ESG",1512,"Corporate Governance",28.921,"Non-ESG","EQIX_2022_RISK_052",32,"Sales or issuances of shares of our common stock may adversely affect the market price of our common stock.","Risks Related to Our Expansion Plans","EQIX","2026-06-27T07:08:02.582950Z"
3008,"1","Business Ethics & Values","Business Ethics & Values","Risks Related to Our Business Model and Capital Structure
We are subject to the risks of additional government actions in the event we were to breach the terms of any settlement arrangement into which we have entered.","2026-06-27T07:09:38.070825Z","chiang","違反和解條款與政府處分具有倫理爭議成分。","2022-08-05",0.9477,"Non-ESG",1513,"Business Ethics & Values",94.792,"Non-ESG","KLAC_2022_RISK_104",33,"Risks Related to Our Business Model and Capital Structure","Risks Related to Our Business Model and Capital Structure","KLAC","2026-06-27T07:09:38.070838Z"
3009,"1","Human Capital","Human Capital","Risks Related to Our Personnel and Growth
Our success depends substantially on the continuing efforts of our senior executives and other key personnel, and our business may be severely disrupted if we lose their services.","2026-06-27T07:09:47.833089Z","chiang","關鍵人員留任是典型人力資本風險。","2022-02-25",0.6613,"Non-ESG",1514,"Human Capital",9.065,"Non-ESG","EPAM_2022_RISK_011",34,"Risks Related to Our Personnel and Growth","Risks Related to COVID-19","EPAM","2026-06-27T07:09:47.833106Z"
3010,"1","Human Capital","Human Capital","Business and Operational Risks
Increasing employee benefit costs and funding requirements could have a negative effect on our operating results and financial condition.","2026-06-27T07:09:52.631666Z","chiang","員工福利成本直接屬人力資本管理。","2021-11-09",0.9874,"Non-ESG",1515,"Human Capital",4.206,"Non-ESG","ROK_2021_RISK_025",35,"Business and Operational Risks","Business and Operational Risks","ROK","2026-06-27T07:09:52.631675Z"
3011,"1","Pollution & Waste","Non-ESG","Risks Relating to Strategic Transactions
Our operations expose us to the risk of material environmental liabilities, litigation, government enforcement actions, and reputational risk.","2026-06-27T07:10:19.254633Z","chiang","僅泛稱環境責任，未具體描述污染、廢棄物或排放。","2021-11-09",0.9176,"Non-ESG",1516,"Non-ESG",25.941,"Non-ESG","TEL_2021_RISK_035",36,"Risks Relating to Strategic Transactions","","TEL","2026-06-27T07:10:19.254643Z"
3012,"1","Business Ethics & Values","Non-ESG","—Government and commercial payer actions outside the United States have affected and will continue to affect access to and sales of our products
We are subject to income and other taxes in the United States and other jurisdictions in which we do business. As a result, our provision for income taxes is derived from a combination of applicable tax rates in the various places we operate. Significant judgment is required for determining our provision for income tax. One or more of our legal entities file income tax returns in the U.S. federal jurisdiction, various U.S. state jurisdictions and certain foreign jurisdictions. Our income tax returns are routinely examined by tax authorities in those jurisdictions. Significant disputes can arise with tax authorities involving issues regarding the timing and amount of deductions, the use of tax credits and allocations of income and expenses among various tax jurisdictions because of differing interpretations of tax laws, regulations and relevant facts, and such tax authorities (including the IRS) are becoming more aggressive in their audits and are particularly focused on such matters. In 2017, we received an RAR and a modified RAR from the IRS for the years 2010, 2011 and 2012, proposing significant adjustments that primarily relate to the allocation of profits between certain of our entities in the United States and the U.S. territory of Puerto Rico. We disagreed with the proposed adjustments and calculations and pursued resolution with the IRS administrative appeals office but were unable to reach resolution. In July 2021, we filed a petition in the U.S. Tax Court to contest two duplicate Statutory Notices of Deficiency (Notices) for 2010, 2011 and 2012 that we received in May and July 2021 which seek to increase our U.S. taxable income. We firmly believe that the IRS’s positions set forth in the Notices are without merit, and are contesting the Notices through the judicial process. See Part II, Item 7.","2026-06-27T07:10:26.140435Z","chiang","段落主體是跨國所得稅估計，通常屬一般財稅風險。","2022-02-16",0.8661,"Non-ESG",1517,"Non-ESG",6.244,"Non-ESG","AMGN_2022_RISK_045",37,"—Government and commercial payer actions outside the United States have affected and will continue to affect access to and sales of our products","General Risk Factors","AMGN","2026-06-27T07:10:26.140443Z"
3013,"1","Corporate Governance","Corporate Governance","Risks Related to Ownership of Our Common Stock
We are a holding company and our only material assets are our equity interests in our subsidiaries. As a consequence, we depend on the ability of our subsidiaries to pay dividends and make other payments and distributions to us in order to meet our obligations.","2026-06-27T07:23:21.243917Z","chiang","控股公司與子公司股利依賴涉及所有權結構，但也可視為一般財務風險。","2025-02-24",0.9261,"Non-ESG",1518,"Corporate Governance",774.399,"Non-ESG","KVUE_2025_RISK_149",38,"Risks Related to Ownership of Our Common Stock","Risks Related to Financial and Economic Market Conditions","KVUE","2026-06-27T07:23:21.243926Z"
3014,"1","Human Capital","Human Capital","Legal and Regulatory Risks
Our business is subject to complex and stringent state and federal regulations, including employment laws and regulations, minimum wage requirements, overtime requirements, working condition requirements, citizenship requirements, transportation and other laws and regulations. In particular, we are subject to the regulations promulgated by the U.S. Department of Transportation (USDOT) and under the Occupational Safety and Health Act of 1970, as amended (OSHA Act). We have incurred, and will continue to incur, capital and operating expenditures and other costs in the ordinary course of our business in complying with the USDOT regulations, the OSHA Act and other laws and regulations to which we are subject. Changes in laws, regulations and the related interpretations, including any laws or regulations that may be enacted by the current U.S. presidential administration and Congress, may alter the landscape in which we do business and may affect our costs of doing business. The impact of new laws and regulations cannot be predicted. Compliance with new laws and regulations may increase our operating costs or require significant capital expenditures. Any failure to comply with applicable laws or regulations could result in substantial fines by government authorities, payment of damages to private litigants, or possible revocation of our authority to conduct our operations, which could adversely affect our ability to service customers and our consolidated results of operations.","2026-06-27T07:23:28.874433Z","chiang","就業、工時、工作條件與職安法規均屬人力資本。","2021-07-28",0.4704,"Business Ethics & Values",1519,"Human Capital",6.985,"Business Ethics & Values","CTAS_2021_RISK_030",39,"Legal and Regulatory Risks","Legal and Regulatory Risks","CTAS","2026-06-27T07:23:28.874444Z"
3015,"1","Climate Change","Climate Change","Risks related to regulatory or legal challenges
Our manufacturing operations are subject to environmental laws and regulations and initiatives to address climate change.","2026-06-27T07:23:35.343164Z","blance","明確提及因應氣候變遷的環境法規與倡議。","2025-02-20",0.9946,"Climate Change",1520,"Climate Change",5.833,"Non-ESG","NXPI_2025_RISK_049",1,"Risks related to regulatory or legal challenges","Risks related to our business operations","NXPI","2026-06-27T07:23:35.343173Z"
3016,"1","Climate Change","Climate Change","Risks Related to Our Company, Business and Operations
Climate change, or legal, regulatory or market measures to address climate change, may negatively affect our business, financial condition and results of operations.","2026-06-27T07:23:40.410607Z","blance","段落主體直接是氣候變遷及其法規、市場措施。","2026-01-22",0.9936,"Climate Change",1521,"Climate Change",4.285,"Non-ESG","MKC_2026_RISK_037",2,"Risks Related to Our Company, Business and Operations","","MKC","2026-06-27T07:23:40.410616Z"
3017,"1","Climate Change","Climate Change","Industry Specific Risk Factors
Emerging customer preferences for greater product transparency and less GHG intensive materials may put us at a competitive disadvantage or reduce demand for our products.","2026-06-27T07:23:44.086188Z","blance","溫室氣體密集度與低碳材料偏好屬氣候轉型風險。","2022-02-28",0.9938,"Climate Change",1522,"Climate Change",2.839,"Non-ESG","NUE_2022_RISK_018",3,"Industry Specific Risk Factors","Industry Specific Risk Factors","NUE","2026-06-27T07:23:44.086202Z"
3018,"1","Climate Change","Climate Change","Risks Related to Legal and Regulatory Matters
We may be adversely affected by global climate change or by legal, regulatory or market responses to such change.","2026-06-27T07:23:48.268410Z","blance","明確陳述全球氣候變遷及其政策、市場回應。","2022-01-31",0.992,"Climate Change",1523,"Climate Change",3.558,"Non-ESG","BA_2022_RISK_047",4,"Risks Related to Legal and Regulatory Matters","Risks Related to Our Contracts","BA","2026-06-27T07:23:48.268420Z"
3019,"1","Climate Change","Climate Change","Risks Relating to Our Business and Industry
Our business may be adversely impacted by climate-related events, natural disasters, including wildfires, and other unforeseen events.","2026-06-27T07:23:52.482285Z","blance","明列氣候相關事件與野火對營運的影響。","2025-03-14",0.9748,"Climate Change",1524,"Climate Change",3.503,"Non-ESG","CCI_2025_RISK_043",5,"Risks Relating to Our Business and Industry","Risks Relating to Our Business and Industry","CCI","2026-06-27T07:23:52.482315Z"
3020,"1","Climate Change","Climate Change","Risks Related to our Business and Industry
Our corporate headquarters, including certain of our research and development operations are located in the Silicon Valley area of Northern California, a region known for seismic activity. Additionally, a certain number of our facilities are located near rivers that have experienced flooding in the past. Also certain of our customers, suppliers and logistics centers are located in regions that have been or may be affected by earthquake, tsunami and flooding or other weather-related activity which in the past has disrupted, and in the future could disrupt, the flow of supply chain components and delivery of products. In addition, global climate change may result in significant natural disasters occurring more frequently and/or with greater intensity, such as drought, wildfires, storms, sea-level rise, changing precipitation, and flooding. We have not to date experienced a material event as a result of these kinds of natural disasters; however, the occurrence of any such event in the future could have a material adverse impact on our business, operating results, and financial condition.","2026-06-27T07:23:55.902727Z","blance","明確連結全球氣候變遷與災害頻率、強度。","2023-09-07",0.9134,"Climate Change",1525,"Climate Change",2.55,"Non-ESG","CSCO_2023_RISK_067",6,"Risks Related to our Business and Industry","Risks Related to our Business and Industry","CSCO","2026-06-27T07:23:55.902736Z"
3021,"1","Pollution & Waste","Pollution & Waste","Risks Related to Our Business and Operations
We purchase or collect and process recyclable materials such as paper, cardboard, plastics, aluminum and other metals for sale to third parties. Our results of operations may be affected by changing prices or market requirements for recyclable materials. The resale and purchase prices of, and market demand for, recyclable materials are volatile due to changes in economic conditions and numerous other factors beyond our control. For instance, several states have passed legislation commonly referred to as Extended Producer Responsibility. These laws are intended to shift the cost of recycling from consumers to producers while also mandating increased supply, which could lead to lower commodity prices. Significant price fluctuations or increased operating costs may affect our consolidated financial condition, results of operations and cash flows. At current volumes and mix of materials, we believe a $10 per ton change in the price of recycled commodities change both annual revenue and operating income by approximately $13 million. Accordingly, a substantial rise or drop in recycled commodity prices could materially affect our revenue and operating income. Although we have entered into hedging agreements to help offset volatility in recycled commodity prices in the past, we do not have any such hedging agreements currently, and we may not enter into these agreements in the future.","2026-06-27T07:23:58.863024Z","blance","回收材料與延伸生產者責任直接屬廢棄物／回收。","2026-02-18",0.4563,"Pollution & Waste",1526,"Pollution & Waste",2.378,"Non-ESG","RSG_2026_RISK_010",7,"Risks Related to Our Business and Operations","Risks Related to Our Business and Operations","RSG","2026-06-27T07:23:58.863033Z"
3022,"1","Product Liability","Product Liability","revenues that we generate by the health insurance exchanges and Medicaid expansion under the ACA are not material, so the impact of the change in law and similar recent administration actions is expected to be limited. Any future replacement, modification or repeal of the ACA may adversely affect our business and financial results, particularly if the legislation reduces incentives for employer-sponsored insurance coverage. We cannot predict how other future federal or state legislative or administrative changes relating to healthcare reform will affect our business. For additional information, refer to “Item 1. Business—Government Regulation” and “Item 1. Business—Pricing, Price Constraints and Market Access.”
Increased use of social media platforms presents risks and challenges. We are increasing our use of social media to communicate Company news and events. The inappropriate and/or unauthorized use of social media could cause brand damage or information leakage and may give rise to liability, including from the improper collection and/or dissemination of personally identifiable information from employees, patients, healthcare professionals or other stakeholders. In addition, negative or inaccurate posts or comments about us on any social networking website could damage our reputation, brand image and goodwill and may cause significant volatility in our stock price. Further, the disclosure of non-public Company-sensitive information by our workforce or others, whether intentional or unintentional, through external media channels could lead to loss of trade secrets or other intellectual property, as well as the Company’s commercially sensitive information.","2026-06-27T07:24:05.805263Z","blance","個資不當蒐集、散布與資訊洩漏屬隱私及資料安全。","2023-02-14",0.4983,"Human Capital",1527,"Product Liability",6.366,"Non-ESG","BMY_2023_RISK_037",8,"revenues that we generate by the health insurance exchanges and Medicaid expansion under the ACA are not material, so the impact of the change in law and similar recent administration actions is expected to be limited. Any future replacement, modification or repeal of the ACA may adversely affect our business and financial results, particularly if the legislation reduces incentives for employer-sponsored insurance coverage. We cannot predict how other future federal or state legislative or administrative changes relating to healthcare reform will affect our business. For additional information, refer to “Item 1. Business—Government Regulation” and “Item 1. Business—Pricing, Price Constraints and Market Access.”","Product, Industry and Operational Risks","BMY","2026-06-27T07:24:05.805272Z"
